title,tags
The Courier,thriller history drama cold war spy greville wynne and his russian source try to put an end to the cuban missile crisis. dominiccooke benedictcumberbatch merabninidze rachelbrosnahan
City of Lies,"crime thriller drama los angeles police department detective russell poole has spent years trying to solve his biggest case -- the murders of the notorious b.i.g. and tupac shakur -- but after two decades, the investigation remains open. jack jackson, a reporter desperate to save his reputation and career, is determined to find out why. in search of the truth, the two team up and unravel a growing web of institutional corruption and lies. bradfurman johnnydepp forestwhitaker nan"
Happily,"comedy romance thriller tom and janet have been happily married for years. but a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all. bendavidgrabinski joelmchale kerrybishé stephenroot"
Nobody,"action crime thriller hutch mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" when two thieves break into his home one night, hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind. ilyanaishuller bobodenkirk connienielsen alekseiserebryakov"
Bad Trip,comedy two pals embark on a road trip full of funny pranks that pull real people into mayhem. kitaosakurai ericandré lilrelhowery tiffanyhaddish
The Seventh Day,"horror a renowned exorcist teams up with a rookie priest for his first day of training. as they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge. justinp.lange guypearce vadhirderbez stephenlang"
Senior Moment,"comedy romance after drag racing his vintage convertible around palm springs, a retired nasa test pilot loses his license. forced to take public transportation, he meets caroline and learns to navigate love and life again. giorgioserafini williamshatner jeansmart christopherlloyd"
Godzilla vs. Kong,"action fantasy science fiction in a time when monsters walk the earth, humanity’s fight for its future sets godzilla and kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages. adamwingard alexanderskarsgård milliebobbybrown rebeccahall"
Concrete Cowboy,"drama western sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit philadelphia community of black cowboys. rickystaub idriselba calebmclaughlin jharreljerome"
The Unholy,"horror alice, a young hearing-impaired girl who, after a supposed visitation from the virgin mary, is inexplicably able to hear, speak and heal the sick. as word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small new england town to investigate. when terrifying events begin to happen all around, he starts to question if these phenomena are the works of the virgin mary or something much more sinister. evanspiliotopoulos jeffreydeanmorgan katieaselton williamsadler"
Every Breath You Take,"thriller a psychiatrist, whose client commits suicide, finds his family life disrupted after introducing her surviving brother to his wife and daughter. vaughnstein caseyaffleck samclaflin veronicaferres"
Shiva Baby,"comedy drama college student danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance. emmaseligman rachelsennott mollygordon pollydraper"
The Girl Who Believes in Miracles,"family drama when sara hears a preacher say faith can move mountains, she starts praying. suddenly people in her town are mysteriously healed! but fame soon takes its toll – can sara’s family save her before it’s too late? richardcorrell mirasorvino austynjohnson kevinsorbo"
The Believer,"drama a hardcore us racist skinhead who, because of his intelligence, leads a gang dedicated to fighting the enemy: the supposed american-jewish conspiracy for domination. however, he's hiding a secret: he's jewish-born, a brilliant scholar whose questioning of the tenets of his faith has left him angry and confused, turning against those who he thinks have a tragic history of their own making. shanserafin aidanbristow sophiekargman susanwilder"
Dawn of the Beast,"horror thriller aiming to find the bigfoot, a group of graduate students venture deep into an area of the northeastern wilderness known for its strange creature sightings. soon, they learn that there is a much more sinister evil lurking in the woods, the wendigo, and once the spirit knows you’re there, they will come for you. who will survive in a battle between the two most notorious monsters of the forest? brucewemple francescaanderson adriánburke chriscimperman"
Voyagers,"science fiction thriller with the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. when they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. as life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power. neilburger tyesheridan lily-rosedepp fionnwhitehead"
Thunder Force,"action adventure comedy science fiction in a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city. benfalcone melissamccarthy octaviaspencer bobbycannavale"
Arlo the Alligator Boy,"animation comedy family upon learning that he is from new york city, a wide-eyed boy, who is half human and half alligator, decides to leave his sheltered life in the swamp and search for his long lost father. a musical adventure. ryancrego michaelj.woodard marylambert haleytju"
Monday,"science fiction thriller drama mystery in a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own. argyrispapadimitropoulos sebastianstan denisegough yorgospirpassopoulos"
In the Earth,"horror science fiction thriller as a deadly virus ravages the world, dr. martin lowery embarks on a mission to reach test site atu327a, a research hub deep in the arboreal forest. the arduous journey, guided by park scout alma, is set back by a nighttime attack that leaves the two bruised and shoeless. when they run into zach, a man living off the grid, they gratefully accept his help. zach’s intentions aren’t exactly what they seem, however, and a path out of the forest and into safety quickly fades as the line between myth and science blurs. benwheatley joelfry reeceshearsmith hayleysquires"
Stowaway,science fiction drama thriller a three-person crew on a mission to mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board. joepenna annakendrick danieldaekim shamieranderson
Mortal Kombat,"action fantasy adventure washed-up mma fighter cole young, unaware of his heritage, and hunted by emperor shang tsung's best warrior, sub-zero, seeks out and trains with earth's greatest champions as he prepares to stand against the enemies of outworld in a high stakes battle for the universe. simonmcquoid lewistan jessicamcnamee joshlawson"
The Mitchells vs. the Machines,"animation adventure comedy family science fiction action a quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope. mikerianda abbijacobson dannymcbride mayarudolph"
Vanquish,"action crime thriller victoria is a young mother trying to put her dark past as a russian drug courier behind her, but retired cop damon forces victoria to do his bidding by holding her daughter hostage. now, victoria must use guns, guts and a motorcycle to take out a series of violent gangsters—or she may never see her child again. georgegallo rubyrose morganfreeman nan"
Together Together,"comedy when young loner anna is hired as the surrogate for matt, a single man in his 40s, the two strangers come to realize this unexpected relationship will quickly challenge their perceptions of connection, boundaries and the particulars of love. nikolebeckwith edhelms pattiharrison tignotaro"
We Broke Up,comedy lori and doug break up right before lori's sister's wedding and decide to pretend they're still together for the weekend as to not disrupt the fun. jeffrosenberg williamjacksonharper ayacash nan
The Deep Ones,"horror science fiction a married couple rents a beachside airbnb, only to be surrounded by peculiar neighbors and occurrences. they soon discover they are in the grip of a mysterious cult and their ancient sea god. chadferrin ginalapiana robertmiano johannurb"
Things Heard & Seen,"horror catherine clare reluctantly trades life in 1980 manhattan for a remote home in the tiny hamlet of chosen, new york, after her husband george lands a job teaching art history at a small hudson valley college. even as she does her best to transform the old dairy farm into a place where young daughter franny will be happy, catherine increasingly finds herself isolated and alone. she soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to george. sharispringerbermanandrobertpulcini amandaseyfried jamesnorton nataliadyer"
Without Remorse,action thriller an elite navy seal uncovers an international conspiracy while seeking justice for the murder of his pregnant wife. stefanosollima michaelb.jordan jamiebell jodieturner-smith
The Virtuoso,thriller a lonesome stranger with nerves of steel must track down and kill a rogue hitman to satisfy an outstanding debt. but the only information he's been given is a time and location where to find his quarry. no name. no description. nothing. nickstagliano jamesc.wolf(screeplay);ansonmount abbiecornish eddiemarsan
Four Good Days,drama a mother helps her daughter work through four crucial days of recovery from substance abuse. rodrigogarcía glennclose milakunis stephenroot
Separation,horror drama a young girl finds solace in her artist father and the ghost of her dead mother. williambrentbell rupertfriend mamiegummer violetmcgraw
The Resort,"horror four friends head to hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous half-faced girl. when they arrive, they soon learn you should be careful what you wish for. taylorchien brocko'hurn averypascual michaelvlamis"
Wrath of Man,"action crime thriller a cold and mysterious new security guard for a los angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. the crew is left wondering who he is and where he came from. soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score. guyritchie jasonstatham holtmccallany jeffreydonovan"
Monster,"action fantasy adventure a portal transports cpt. artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home. anthonymandler kelvinharrisonjr. jenniferehle timblakenelson"
The Paper Tigers,action comedy three middle aged men polish their martial arts skills to avenge their fallen master. tranquocbao alainuy ronyuan mykelshannonjenkins
Mainstream,comedy drama a young woman thinks she’s found a path to internet stardom when she starts making youtube videos with a charismatic stranger – until the dark side of viral celebrity threatens to ruin them both. giacoppola andrewgarfield mayahawke natwolff
The Water Man,"adventure hoping to save his sick mother, a boy named gunner and his friend jo venture into the remote wild horse forest to search for a mythical figure who possesses the secret to immortality. when they go missing, gunner's father amos must immerse himself in his son's world to find them. davidoyelowo davidoyelowo rosariodawson lonniechavis"
Here Today,"comedy drama veteran comedy writer charlie berns, who is slowly but surely losing his grip on reality, befriends a talented young new york street singer emma payge. together, they form an unlikely yet hilarious and touching friendship that kicks the generation gap aside and redefines the meaning of love and trust. billycrystal billycrystal tiffanyhaddish pennbadgley"
Above Suspicion,"thriller crime the chilling true story of a newly married fbi poster boy assigned to an appalachian mountain town in kentucky. there he is drawn into an illicit affair with an impoverished local woman who becomes his star informant. she sees in him her means of escape; instead, it's a ticket to disaster for both of them. phillipnoyce jackhuston emiliaclarke thorabirch"
Reboot Camp,"comedy after finding out that his wife has blown their life savings on self-help gurus, seymour teams up with his brother danny, a filmmaker, to document how easy it is to start a fake self-help group and con people into believing just about anything. but once started, the reboot camp takes on a life of its own, and grows into a full-blown cult. ivoraza davidkoechner edbegleyjr. chazbono"
Benny Loves You,"horror comedy jack, a man desperate to improve his life, throws away his beloved childhood plush, benny. it’s a move that has disastrous consequences when benny springs to life with deadly intentions! karlholt karlholt clairecartwright davidwayman"
Oxygen,"crime drama mystery thriller when housewife frances hannon is abducted and buried alive, detective madeline foster is brought in. with only 24 hours before frances' oxygen runs out, madeline pursues the trail laid by a killer calling himself harry houdini. after capturing him, madeline brings harry back to the police station, but is unable to get him to confess where frances is buried. as time runs down, harry gets inside the head of unstable, alcoholic madeline. alexandreaja mélanielaurent mathieuamalric malikzidi"
Army of the Dead,"action crime horror thriller following a zombie outbreak in las vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted. zacksnyder davebautista ellapurnell omarihardwick"
Those Who Wish Me Dead,"thriller a young boy finds himself pursued by two assassins in the montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all. taylorsheridan angelinajolie nicholashoult finnlittle"
The Woman in the Window,drama crime mystery thriller an agoraphobic woman living alone in new york begins spying on her new neighbors only to witness a disturbing act of violence. joewright amyadams garyoldman anthonymackie
Spiral,"horror crime mystery working in the shadow of an esteemed police veteran, brash detective ezekiel “zeke” banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past. unwittingly entrapped in a deepening mystery, zeke finds himself at the center of the killer’s morbid game. darrenlynnbousman chrisrock maxminghella marisolnichols"
Georgetown,"crime drama ulrich mott is an eccentric and versatile social climber with grandiose plans to affect united states foreign policy. encouraged in his attempts by his strategically chosen (and much older) wife, the well-connected journalist elsa brecht, mott has a knack for making himself indispensable and impossible to ignore. the only one seemingly immune to his charms is elsa's daughter amanda, who might simply disapprove of her mother marrying a much younger man - or perhaps she senses something more sinister beneath the smooth-talking surface? christophwaltz christophwaltz vanessaredgrave annettebening"
Finding You,"romance drama finley, a talented aspiring violinist, meets beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in ireland. an unexpected romance emerges as the heartthrob beckett leads the uptight finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way. brianbaugh rosereid jedidiahgoodacre katherinemcnamara"
The Killing of Two Lovers,drama thriller david desperately tries to keep his family of six together during a separation from his wife. they both agree to see other people but david struggles to grapple with his wife’s new relationship. robertmachoian claynecrawford sepidehmoafi chriscoy
616 Wilford Lane,"horror action a grieving man relocates his two teen daughters to a charming town and into their dream home. quickly the dream becomes an inescapable nightmare. marks.allen,danteyore johnlittlefield ericroberts alysongorske"
Dream Horse,"comedy drama the inspiring true story of dream alliance, an unlikely race horse bred by small town bartender, jan vokes. with very little money and no experience, jan convinces her neighbors to chip in their meager earnings to help raise dream and compete with the racing elites. their investment pays off as dream rises through the ranks and becomes a beacon of hope in their struggling community. euroslyn tonicollette damianlewis owenteale"
Blast Beat,"drama after their family emigrates from colombia during the summer of ‘99, a metalhead science prodigy and his deviant younger brother do their best to adapt to new lives in america. estebanarango moisésarias mateoarias danieldaekim"
A Quiet Place Part II,"science fiction thriller horror following the events at home, the abbott family now face the terrors of the outside world. forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path. johnkrasinski emilyblunt cillianmurphy millicentsimmonds"
Cruella,"comedy crime in 1970s london amidst the punk rock revolution, a young grifter named estella is determined to make a name for herself with her designs. she befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the london streets. one day, estella’s flair for fashion catches the eye of the baroness von hellman, a fashion legend who is devastatingly chic and terrifyingly haute. but their relationship sets in motion a course of events and revelations that will cause estella to embrace her wicked side and become the raucous, fashionable and revenge-bent cruella. craiggillespie emmastone emmathompson joelfry"
Plan B,comedy drama romance bruno's plan to win back his ex-girlfriend hits a snag when he becomes attracted to her boyfriend. nataliemorales kuhooverma victoriamoroles nan
Changing the Game,"documentary transgender high school athletes from across the country compete at the top of their fields, while also challenging the boundaries and perceptions of fairness and discrimination. michaelbarnett mackbeggs sarahrosehuckman terrymiller"
Spirit Untamed,"animation adventure family western lucky prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named spirit. elainebogan,enniotorresan isabelamerced marsaimartin mckennagrace"
The Conjuring: The Devil Made Me Do It,"horror mystery thriller paranormal investigators ed and lorraine warren encounter what would become one of the most sensational cases from their files. the fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in u.s. history that a murder suspect would claim demonic possession as a defense. michaelchaves patrickwilson verafarmiga ruairio'connor"
Gully,"drama crime a slightly dystopian vision of la, we follow three disaffected teenagers, jessie, calvin and nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life. nabilelderkin jacoblatimore charlieplummer jonathanmajors"
Flashback,"thriller horror frederick fitzell is living his best life—until he starts having horrific visions of cindy, a girl who vanished in high school. after reaching out to old friends with whom he used to take a mystery drug called mercury, fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth. christophermacbride dylano'brien maikamonroe hannahgross"
Under the Stadium Lights,"drama after a crushing defeat ended their prior season, everyone counted the abilene eagles out of title contention. facing doubts and personal challenges both on and off the field, it takes the guidance of their team chaplain and a surrogate father figure for the players to realize what they can achieve when they stand united. toddrandall milogibson laurencefishburne glennmorshower"
Grace and Grit,drama comedy romance the true love story of iconic philosopher ken wilber and his wife treya in 1980s california as they fall madly in love and are faced with illness and challenges that threaten to tear them apart. sebastiansiegel menasuvari stuarttownsend francesfisher
Awake,"drama science fiction thriller after a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. only jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. the question is, can jill safely deliver her daughter and save the world before she herself loses her mind. markraso ginarodriguez jenniferjasonleigh barrypepper"
In the Heights,"drama music romance the story of usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the dominican republic or staying in washington heights. jonm.chu anthonyramos coreyhawkins lesliegrace"
Infinite,"science fiction action thriller evan mccauley has skills he never learned and memories of places he has never visited. self-medicated and on the brink of a mental breakdown, a secret group that call themselves “infinites” come to his rescue, revealing that his memories are real. antoinefuqua markwahlberg chiwetelejiofor sophiecookson"
Peter Rabbit 2: The Runaway,"family comedy adventure animation fantasy bea, thomas, and the rabbits have created a makeshift family, but despite his best efforts, peter can’t seem to shake his mischievous reputation. adventuring out of the garden, peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, peter must figure out what kind of bunny he wants to be. willgluck jamescorden rosebyrne domhnallgleeson"
Wish Dragon,animation family comedy fantasy determined teen din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities. chrisappelhans jimmywong johncho constancewu
The Misfits,"action thriller after being recruited by a group of unconventional thieves, renowned criminal richard pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others. rennyharlin piercebrosnan ramijaber hermionecorfield"
12 Mighty Orphans,"history drama haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the great depression and inspires a broken nation along the way. tyroberts lukewilson vinessashaw wayneknight"
The House Next Door: Meet the Blacks 2,"comedy horror bestselling author carl black moves his family back to his childhood home, he must team up with oddball neighbors to do battle with a pimp, who may or may not be an actual vampire. deontaylor mikeepps kattwilliams breshawebb"
Queen Bees,romance comedy helen is an independent widow who moves into the pine grove senior community and discovers it’s just like high school – full of cliques and flirtatious suitors. what she initially avoids leads her to exactly what she has been missing: new friendships and a chance at love again with newcomer dan. michaellembeck ellenburstyn jamescaan ann-margret
DOMINO: Battle of the Bones,"comedy hoping to reclaim his former glory, a fallen dominoes champion recruits his step grandson to help him win an off the wall tournament. barondavis,carlreid,stevenv.vasquezjr. davidarquette snoopdogg tomlisterjr."
Hitman's Wife's Bodyguard,"action comedy thriller the world’s most lethal odd couple – bodyguard michael bryce and hitman darius kincaid – are back on another life-threatening mission. still unlicensed and under scrutiny, bryce is forced into action by darius's even more volatile wife, the infamous international con artist sonia kincaid. as bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between europe and a vengeful and powerful madman. patrickhughes ryanreynolds samuell.jackson salmahayek"
Luca,animation comedy family fantasy luca and his best friend alberto experience an unforgettable summer on the italian riviera. but all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface. enricocasarosa jacobtremblay jackdylangrazer emmaberman
Fatherhood,"drama family comedy a widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. inspired by a true story. paulweitz kevinhart alfrewoodard lilrelhowery"
The Birthday Cake,"crime thriller on the 10th anniversary of his father's death, giovanni reluctantly accepts the task of bringing a cake to the home of his uncle, a mob boss, for a celebration. just two hours into the night, gio's life is forever changed. jimmygiannopoulos shilohfernandez valkilmer ewanmcgregor"
Rita Moreno: Just a Girl Who Decided to Go for It,"documentary rita moreno defied both her humble upbringing and relentless racism to become one of a select group who have won an emmy, grammy, oscar and tony award. over a seventy year career, she has paved the way for hispanic-american performers by refusing to be pigeonholed into one-dimensional stereotypes. mariempérezriera ritamoreno evalongoria georgechakiris"
The Sparks Brothers,"documentary music take a musical odyssey through five weird and wonderful decades with brothers ron & russell mael, celebrating the inspiring legacy of sparks: your favorite band’s favorite band. edgarwright ronmael russellmael nan"
Truman & Tennessee: An Intimate Conversation,"documentary the parallel lives of writer truman capote (1924-84) and playwright tennessee williams (1911-83): two friends, two geniuses who, while creating sublime works, were haunted by the ghosts of the past, the shadow of constant doubt, the demon of addictions and the blinding, deceptive glare of success. lisaimmordinovreeland jimparsons zacharyquinto nan"
Stalker,"horror mystery thriller when novelist paula martin retreats to the seclusion of her family home crows hall she hopes to clear her mind and focus on her new book. the arrival of an assistant, linda, should take the pressure off... but as the bodies pile up, paula finds herself trapped in a terrifying nightmare of murder and madness. tylersavage christineko vincentvanhorn michaeljoplin"
Love Spreads,"comedy drama it is time to record the all important second album and glass heart is breaking in a million pieces. away from touring and performing the band is not in harmony, and no amount of history in rockfield studios is going to solve that. three very different songwriters, one desperate producer, a label exec and a keyboard collide. jamieadams aliashawkat eizagonzález chanelcresswell"
A Crime on the Bayou,"documentary a crime on the bayou is the story of gary duncan, a black teenager from plaquemines parish, a swampy strip of land south of new orleans. in 1966, duncan tries to break up an argument between white and black teenagers outside a newly integrated school. he gently lays his hand on a white boy’s arm. the boy recoils like a snake. that night, police burst into duncan’s trailer and arrest him for assault on a minor. a young jewish attorney, richard sobol, leaves his prestigious d.c. firm to volunteer in new orleans. with his help, duncan bravely stands up to a racist legal system powered by a white supremacist boss to challenge his unfair arrest. their fight goes all the way to the u.s. supreme court, and their lifelong friendship is forged. nancybuirski garyduncan richardsobol nan"
Good on Paper,"comedy romance after years of putting her career ahead of love, stand-up comic andrea singer has stumbled upon the perfect guy. on paper, he checks all the boxes but is he everything he appears to be? kimmygatewood ilizashlesinger ryanhansen margaretcho"
F9,action crime thriller adventure dominic toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother. justinlin vindiesel johncena michellerodriguez
The Ice Road,"action adventure drama thriller after a remote diamond mine collapses in far northern canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners. jonathanhensleigh liamneeson benjaminwalker ambermidthunder"
Werewolves Within,"comedy horror when a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. but when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them. joshruben samrichardson milanavayntrub georgebasil"
False Positive,"horror mystery thriller after months of trying and failing to get pregnant, lucy and adrian finally find their dream fertility doctor in the illustrious dr. hindle. but after becoming pregnant with a healthy baby girl, lucy begins to notice something sinister through hindle's gleaming charm, and she sets out to uncover the unsettling truth about him, and her own ""birth story."" as if getting pregnant weren't complicated enough... johnlee ilanaglazer justintheroux sophiabush"
Lansky,"crime drama thriller when the aging meyer lansky is investigated one last time by the feds who suspect he has stashed away millions of dollars over half a century, the retired gangster spins a dizzying tale, revealing the untold truth about his life as the notorious boss of murder inc. and the national crime syndicate. eytanrockaway harveykeitel samworthington annasophiarobb"
I Carry You with Me,"drama an epic love story spanning decades is sparked by a chance encounter between two men in provincial mexico. based on a true story, ambition and societal pressure propel an aspiring chef to leave his soulmate and make the treacherous journey to new york, where life will never be the same. heidiewing armandoespitia christianvázquez michellerodríguez"
Mary J. Blige's My Life,"documentary music mary j. blige set the music world on fire with her trailblazing 1994 lp ""my life."" the singer, producer and actress reveals the demons and blessings that inspired the record and propelled her to international stardom. she celebrates the 25th anniversary of her most influential work by performing the album live for the first time. vanessaroth maryj.blige tarajip.henson aliciakeys"
Fathom,documentary two biologists set out on an undertaking as colossal as their subjects—deciphering the complex communication of whales. dr. michelle fournet and dr. ellen garland journey to opposite hemispheres to uncover a culture eons older than our own. drewxanthopoulos michellefournet ellengarland nan
Rollers,crime drama inspired by actual events in the late nineties when hasidic jews were recruited as mules to smuggle ecstasy from europe into the united states. isaiahsmallman isaiahsmallman(director);johnnyraygill katecobb vickyjeudy
America: The Motion Picture,animation action comedy a chainsaw-wielding george washington teams with beer-loving bro sam adams to take down the brits in a tongue-in-cheek riff on the american revolution. mattthompson channingtatum jasonmantzoukas oliviamunn
Zola,"comedy crime a waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to florida to seek their fortune at a high-end strip club. janiczabravo taylourpaige rileykeough nicholasbraun"
No Sudden Move,crime drama mystery a group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways. stevensoderbergh doncheadle beniciodeltoro davidharbour
The Tomorrow War,"action science fiction adventure the world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: thirty years in the future, mankind is losing a global war against a deadly alien species. the only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. among those recruited is high school teacher and family man dan forester. determined to save the world for his young daughter, dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet. chrismckay chrispratt yvonnestrahovski j.k.simmons"
The Boss Baby: Family Business,animation comedy adventure family the templeton brothers — tim and his boss baby little bro ted — have become adults and drifted away from each other. but a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business. tommcgrath alecbaldwin jamesmarsden amysedaris
The Forever Purge,horror action thriller all the rules are broken as a sect of lawless marauders decides that the annual purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past. everardogout anadelareguera tenochhuerta joshlucas
Fear Street Part One: 1994,"horror mystery after a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries. leighjaniak kianamadeira oliviascottwelch benjaminfloresjr."
Summer of Soul,"documentary music during the same summer as woodstock, over 300,000 people attended the harlem cultural festival, celebrating african american music and culture, and promoting black pride and unity. the footage from the festival sat in a basement, unseen for over 50 years, keeping this incredible event in america's history lost—until now. questlove questlove(director);steviewonder ninasimone slyandthefamilystone"
Till Death,"horror thriller after a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan. s.k.dale meganfox eoinmacken callanmulvey"
Let Us In,science fiction thriller a 12 year old girl is determined to uncover who or what is behind the rash of disappearances occurring in her small town. craigmoss mackenziemoss sadiestanley mackenzieziegler
Black Widow,"action adventure science fiction natasha romanoff, also known as black widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. pursued by a force that will stop at nothing to bring her down, natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an avenger. cateshortland scarlettjohansson florencepugh davidharbour"
Fear Street Part Two: 1978,"horror mystery in 1978, two rival groups at camp nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive. leighjaniak sadiesink emilyrudd ryansimpkins"
Summertime,"drama romance middle-aged ohio secretary jane hudson has never found love and has nearly resigned herself to spending the rest of her life alone. but before she does, she uses her savings to finance a summer in romantic venice, where she finally meets the man of her dreams, the elegant renato di rossi. carloslópezestrada tyriswinter marqueshababers maiamayor"
Gunpowder Milkshake,"action crime thriller in her turbulent life as a professional assassin, sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed. navotpapushado karengillan lenaheadey carlagugino"
Space Jam: A New Legacy,"family animation comedy science fiction when lebron and his young son dom are trapped in a digital space by a rogue a.i., lebron must get them home safe by leading bugs, lola bunny and the whole gang of notoriously undisciplined looney tunes to victory over the a.i.'s digitized champions on the court. it's tunes versus goons in the highest-stakes challenge of his life. malcolmd.lee lebronjames doncheadle khrisdavis"
Escape Room: Tournament of Champions,"horror thriller mystery six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before. adamrobitel taylorrussell loganmiller indyamoore"
Fear Street Part Three: 1666,"mystery horror in 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late. leighjaniak kianamadeira ashleyzukerman gillianjacobs"
Die in a Gunfight,"action comedy mary and ben are the star-crossed black sheep of two powerful families engaged in a centuries-long feud. when the pair reignite a romance after many years apart, their forbidden love draws a motley assortment of schemers and killers into their orbit, and as fists and bullets fly, it becomes clear that violent delights will have violent ends. colinschiffli alexandradaddario diegoboneta justinchatwin"
Pig,drama thriller a truffle hunter who lives alone in the oregon wilderness must visit portland to find the mysterious person who stole his beloved foraging pig. michaelsarnoski nicolascage alexwolff adamarkin
Out of Death,"crime adventure thriller as shannon - a woman who wants to put her father's ashes away in the woods - witnesses a corrupt cop dealing drugs with a junkie, she has to try and run away after she gets rampaged by two discreditable cops after they see her taking secret photographs of their crime maneuver. they then do a cat-and-mouse game around the woods as shannon teams up with a retired sheriff along the way for more reinforcement. it's just a diversion of survival and egalitarianism. mikeburns brucewillis jaimeking lalakent"
Roadrunner: A Film About Anthony Bourdain,"documentary an intimate, behind-the-scenes look at how an anonymous chef became a world-renowned cultural icon. this unflinching look at anthony bourdain reverberates with his presence, in his own voice and in the way he indelibly impacted the world around him. morganneville anthonybourdain nan nan"
How It Ends,"science fiction thriller mystery action adventure a desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos. darylwein,zoelister-jones zoelister-jones caileespaeny oliviawilde"
